Luis Aquino,Baseball,Donruss,1991,718,,,2
Dwight Smith,Baseball,Donruss,1991,559,,,2
Jeff Gray ,Baseball,Donruss,1991,721,,,2
Garry Ward,Baseball,Donruss,1991,728,,,2
Walt Terrell,Baseball,Donruss,1991,717,,,2
Dan Petry,Baseball,Donruss,1991,675,,,2
Kevin Wickander,Baseball,Donruss,1991,649,,,2
Thomas Brookens,Baseball,Donruss,1991,658,,,2
Kevin Wickander,Baseball,Donruss,1991,649,,,2
Pete Harnisch,Baseball,Donruss,1989,44,,Rated Rookie,2
Joe Orsulak,Baseball,Donruss,1991,654,,,2
Rance Mulliniks,Baseball,Donruss,1991,663,,,2
Edwin Nunez,Baseball,Donruss,1991,620,,,2
Kevin Brown ,Baseball,Donruss,1991,674,,,2
Bill Krueger,Baseball,Donruss,1991,647,,,2
Lance Blankenship,Baseball,Donruss,1989,621,,,2
Steve Balboni,Baseball,Donruss,1991,650,,,2
Ted Higuera,Baseball,Donruss,1991,629,,,2
Frank Wills,Baseball,Donruss,1991,691,,,2
Chuck Finley,Baseball,Donruss,1991,692,,,2
Kirk McCaskill,Baseball,Donruss,1991,637,,,2
Johnny Ray,Baseball,Donruss,1991,622,,,2
Lee Stevens,Baseball,Donruss,1991,754,,,2
Luis Salazar,Baseball,Donruss,1991,372,,,2
Jose Uribe,Baseball,Donruss,1991,375,,,2
Gene Nelson ,Baseball,Donruss,1991,385,,,2
Don Carman ,Baseball,Donruss,1991,377,,,2
Donnie Hill,Baseball,Donruss,1991,376,,,2
Joe Oliver,Baseball,Donruss,1991,381,,,2
Glenallen Hill,Baseball,Donruss,1991,380,,,2
Dave Valle,Baseball,Donruss,1991,366,,,2
Larry Walker,Baseball,Donruss,1991,359,,,2
Steve Farr,Baseball,Donruss,1991,365,,,2
Robby Thompson,Baseball,Donruss,1991,363,,,2
Luis Polonia,Baseball,Donruss,1991,93,,,2
Paul Gibson,Baseball,Donruss,1991,353,,,2
Tim Teufel,Baseball,Donruss,1991,370,,,2
Danny Darwin ,Baseball,Donruss,1991,165,,,2
Roger McDowell,Baseball,Donruss,1991,166,,,2
Glenn Wilson ,Baseball,Donruss,1991,156,,,2
Jerry Browne,Baseball,Donruss,1991,162,,,2
Melido Perez,Baseball,Donruss,1991,164,,,2
Chris Bosio,Baseball,Donruss,1991,160,,,2
Lee Smith,Baseball,Donruss,1991,169,,,2
Greg Hibbard,Baseball,Donruss,1991,159,,,2
Matt Nokes,Baseball,Donruss,1991,170,,,2
Andre Dawson,Baseball,Donruss,1991,129,,,2
Tim Burke,Baseball,Donruss,1991,125,,,2
Tom Glavine,Baseball,Donruss,1991,132,,,2
Lee Guetterman,Baseball,Donruss,1991,124,,,2
Greg Harris,Baseball,Donruss,1991,131,,,2
Fernando Valenzuela,Baseball,Donruss,1991,127,,,2
Cal Ripken,Baseball,Donruss,1991,223,,,2
Jamie Navarro,Baseball,Donruss,1991,216,,,2
Steve Bedrosian,Baseball,Donruss,1991,207,,,2
Daryl Boston ,Baseball,Donruss,1991,210,,,2
Ken Csaminiti,Baseball,Donruss,1991,221,,,2
Dave Smith ,Baseball,Donruss,1991,212,,,2
Greg Cadarret,Baseball,Donruss,1991,236,,,2
Dave Martinez,Baseball,Donruss,1991,237,,,2
Mark Williamson,Baseball,Donruss,1991,238,,,2
Stan Javier,Baseball,Donruss,1991,239,,,2
Omar Vizquel,Baseball,Donruss,1991,231,,,2
John Kruk,Baseball,Donruss,1991,260,,,2
Jeff Robinson ,Baseball,Donruss,1991,245,,,2
Mitch Williams,Baseball,Donruss,1991,312,,,2
Mike Schooler,Baseball,Donruss,1991,302,,,2
Chet Lemon,Baseball,Donruss,1991,301,,,2
Bill Spiers,Baseball,Donruss,1991,310,,,2
Shawon Dunston,Baseball,Donruss,1988,146,,,2
Dave Stieb,Baseball,Donruss,1988,148,,,2
Ed Lynch,Baseball,Donruss,1988,77,,,2
Israel Sanchez,Baseball,Donruss,1989,474,,,2
Mike Morgan ,Baseball,Donruss,1989,164,,,2
Domingo Ramos,Baseball,Donruss,1988,622,,,2
Bill Doran,Baseball,Donruss,1991,756,,,2
Brain Downing,Baseball,Donruss,1989,10,,Diamond Kings,2
Chris Hammond ,Baseball,Donruss,1991,759,,,2
Brad Arnsberg,Baseball,Donruss,1991,633,,,2
Dickie Thon,Baseball,Donruss,1991,91,,,2
Hensley Meulens,Baseball,Donruss,1991,31,,Rated Rookie,2
Bill Haselman,Baseball,Donruss,1991,679,,,2
Len Dykstra,Baseball,Donruss,1990,410,,MVP,2
Dave Justice,Baseball,Donruss,1990,402,,MVP,2
Roberto Kelly,Baseball,Donruss,1990,400,,MVP,2
Langston And Witt,Baseball,Donruss,1990,BC-1,,Highlights,2
Randy Myers,Baseball,Donruss,1988,620,,,2
Carlton Fisk,Baseball,Donruss,1991,BC-6,,Highlights,2
Tom Herr,Baseball,Donruss,1991,610,,,2
Randy Myers,Baseball,Donruss,1991,209,,,2
Joey Meyer,Baseball,Donruss,1989,339,,,2
Paul Mirabella,Baseball,Donruss,1989,654,,,2
Gene Larkin,Baseball,Donruss,1989,355,,,2
Larry Sheets,Baseball,Donruss,1989,333,,,2
Craig Biggio,Baseball,Donruss,1989,561,,,2
Rick Shu,Baseball,Donruss,1989,406,,,2
Steve Buechele,Baseball,Donruss,1988,224,,,2
Gary Thurman,Baseball,Donruss,1989,498,,,2
Craig Worthington ,Baseball,Donruss,1989,569,,,2
Mike Birkbeck,Baseball,Donruss,1989,501,,,2
Brian Holman,Baseball,Donruss,1989,511,,,2
Neal Heaton ,Baseball,Donruss,1989,224,,,2
Dave Martinez,Baseball,Donruss,1989,102,,,2
Luis Rivera,Baseball,Donruss,1989,578,,,2
Mike Fitzgerald,Baseball,Donruss,1989,456,,,2
Rex Hudler,Baseball,Donruss,1989,452,,,2
Andy Nezelek,Baseball,Donruss,1989,616,,,2
Keith Atherton,Baseball,Donruss,1989,273,,,2
Junior Ortiz,Baseball,Donruss,1989,387,,,2
Brian Holton ,Baseball,Donruss,1989,439,,,2
Tim Flannery ,Baseball,Donruss,1989,364,,,2
Ray Hayward,Baseball,Donruss,1989,521,,,2
Rob Ducey,Baseball,Donruss,1991,705,,,2
Howard Johnson,Baseball,Donruss,1991,454,,,2
Hensley Meulens,Baseball,Donruss,1989,547,,,2
Mike Pagliarulo,Baseball,Donruss,1989,127,,,2
Jim Gantner,Baseball,Donruss,1988,214,,,2
Fred McGriff,Baseball,Donruss,1989,70,,,2
Al Newman,Baseball,Donruss,1989,436,,,2
Kent Mrbek,Baseball,Donruss,1989,199,,,2
Frank Viola,Baseball,Donruss,1989,237,,,2
Dennis Rasmussen,Baseball,Donruss,1989,559,,,2
Marvell Wynne,Baseball,Donruss,1989,347,,,2
Jeff Robinson ,Baseball,Donruss,1989,470,,,2
Bryn Smith,Baseball,Donruss,1989,216,,,2
Darrell Evans,Baseball,Donruss,1989,533,,,2
Kevin Gross,Baseball,Donruss,1989,194,,,2
Greg Harris,Baseball,Donruss,1989,548,,,2
Von Hayes,Baseball,Donruss,1989,160,,,2
Lance Parrish,Baseball,Donruss,1989,278,,,2
Rich Yett,Baseball,Donruss,1989,546,,,2
Mark Parent,Baseball,Donruss,1989,420,,,2
Shawn Abner,Baseball,Donruss,1989,323,,,2
Randy Ready ,Baseball,Donruss,1989,365,,,2
Walt Terrell,Baseball,Donruss,1989,296,,,2
Jeff Robinson ,Baseball,Donruss,1989,470,,,2
Jerry Browne,Baseball,Donruss,1989,529,,,2
Mike Kingery,Baseball,Donruss,1988,322,,,2
Dave Stieb,Baseball,Donruss,1988,148,,,2
Chris Bosio,Baseball,Donruss,1988,117,,,2
Gary Redus,Baseball,Donruss,1988,370,,,2
Rolando Roomes,Baseball,Donruss,1989,577,,,2
Calvin Schiraldi,Baseball,Donruss,1989,285,,,2
Rick Sutcliffe,Baseball,Donruss,1989,223,,,2
Shawon Dunston,Baseball,Donruss,1989,137,,,2
Charlie Leibrandt,Baseball,Donruss,1989,89,,,2
Danny Tartabull,Baseball,Donruss,1989,61,,,2
R.C. Gonzales,Baseball,Donruss,1989,377,,,2
Ron Washington,Baseball,Donruss,1989,468,,,2
Doug Jones,Baseball,Donruss,1989,438,,,2
George Brett,Baseball,Donruss,1991,BC-19,,Highlights,2
Tony Pena,Baseball,Donruss,1989,163,,Some Damage,2
Jeff Musselman,Baseball,Donruss,1989,656,,,2
Paul Kilgus,Baseball,Donruss,1989,283,,,2
Ruben Sierra,Baseball,Donruss,1991,567,,,2
Kirby Puckett,Baseball,Donruss,1990,BC-8,,MVP,2
Darryl Strawberry,Baseball,Donruss,1991,696,,,2
Doug Jennings,Baseball,Donruss,1989,505,,,2
Walt Weiss,Baseball,Donruss,1989,446,,,2
Carney Lansford,Baseball,Donruss,1989,243,,,2
Paul Molitor,Baseball,Donruss,1989,291,,,2
Bobby Bonilla,Baseball,Donruss,1990,BC-16,,MVP,2
Matt Williams,Baseball,Donruss,1991,685,,,2
Storm Davis,Baseball,Donruss,1989,210,,,2
Gene Nelson ,Baseball,Donruss,1989,540,,,2
Terry Puhl,Baseball,Donruss,1989,472,,,2
Danny Darwin ,Baseball,Donruss,1991,401,,MVP,2
Gene Harris,Baseball,Donruss,1991,651,,,2
Brad Arnsberg,Baseball,Donruss,1991,633,,,2
John Barfield,Baseball,Donruss,1991,688,,,2
George Bell,Baseball,Donruss,1991,642,,,2
George Bell,Baseball,Donruss,1990,BC-13,,MVP,2
Gene Harris,Baseball,Donruss,1989,149,,,2
Jose Uribe,Baseball,Donruss,1989,131,,,2
Len Dykstra,Baseball,Donruss,1990,7,,Diamond Kings,2
Barry Larkin,Baseball,Donruss,1990,5,,Diamond Kings,2
Dave Parker,Baseball,Donruss,1990,6,,Diamond Kings,2
Bobby Thigpen,Baseball,Donruss,1990,8,,Diamond Kings,2
Gregg Olson,Baseball,Donruss,1990,23,,Diamond Kings,2
Roberto Alomar,Baseball,Donruss,1990,12,,Diamond Kings,2
Brian Harper,Baseball,Donruss,1990,22,,Diamond Kings,2
Sandy Alomar,Baseball,Donruss,1990,13,,Diamond Kings,2
Dave Righetti,Baseball,Donruss,1990,21,,Diamond Kings,2
Ryne Sandberg,Baseball,Donruss,1990,14,,Diamond Kings,2
Bob Welch,Baseball,Donruss,1990,20,,Diamond Kings,2
Roger Clemens,Baseball,Donruss,1990,9,,Diamond Kings,2
Rafael Palmeiro,Baseball,Donruss,1990,19,,Diamond Kings,2
Ron Gant,Baseball,Donruss,1990,10,,Diamond Kings,2
Matt Williams,Baseball,Donruss,1990,18,,Diamond Kings,2
Barry Bonds,Baseball,Donruss,1990,4,,Diamond Kings,2
Dave Stieb,Baseball,Donruss,1990,1,,Diamond Kings,2
Cecil Fielder,Baseball,Donruss,1990,3,,Diamond Kings,2
Andy Benes,Baseball,Donruss,1991,627,,,2
John Burkett,Baseball,Donruss,1991,638,,,2
Eric Anthony,Baseball,Donruss,1991,333,,Some Damage,2
Mauro Gozzo,Baseball,Donruss,1990,655,,,2
Jack Clark,Baseball,Donruss,1991,618,,,2
Andy Benes,Baseball,Donruss,1991,627,,,2
Shawn Abner,Baseball,Donruss,1991,561,,,2
Roberto Alomar,Baseball,Donruss,1991,682,,,2
Kevin Bass,Baseball,Donruss,1991,630,,,2
Bud Black ,Baseball,Donruss,1991,719,,,2
John Burkett,Baseball,Donruss,1991,638,,,2
Mike Kingery,Baseball,Donruss,1991,573,,,2
Tony Fossas,Baseball,Donruss,1990,457,,,2
Jeff Kunkel,Baseball,Donruss,1990,496,,,2
Greg Vaughn,Baseball,Donruss,1990,37,,Rated Rookie,2
Todd Zeile,Baseball,Donruss,1990,29,,Rated Rookie,2
Kelly Mann,Baseball,Donruss,1990,46,,Rated Rookie,2
Von Hayes,Baseball,Donruss,1990,BC-25,,MVP,2
Ramon Martinez,Baseball,Donruss,1990,15,,Diamond Kings,2
Allan Anderson ,Baseball,Donruss,1991,527,,,2
Gary Sheffield,Baseball,Donruss,1991,751,,,2
Terry Mulholland,Baseball,Donruss,1991,541,,,2
Mel Rojas,Baseball,Donruss,1991,681,,,2
Greg Smith,Baseball,Donruss,1991,574,,,2
Scott Aldred,Baseball,Donruss,1991,422,,Rated Rookie,2
Jack Armstrong,Baseball,Donruss,1991,439,,All Star,2
Craig Biggio,Baseball,Donruss,1990,2,,Diamond Kings,2
Brook Jacoby,Baseball,Donruss,1991,176,,,2
Ken Oberkfell,Baseball,Donruss,1991,109,,,2
Dave Stewart,Baseball,Donruss,1991,BC-4,,Highlights,2
Bobby Thigpen,Baseball,Donruss,1991,90,,,2
Curt Young,Baseball,Donruss,1991,723,,,2
Bob Welch,Baseball,Donruss,1991,645,,,2
Mike Jackson,Baseball,Donruss,1991,676,,,2
Atlee Hammaker,Baseball,Donruss,1991,707,,,2
Moises Alou,Baseball,Donruss,1991,38,,Rated Rookie,2
Felix Jose,Baseball,Donruss,1990,564,,,2
Bob McClure,Baseball,Donruss,1990,470,,,2
Dick Schofield,Baseball,Donruss,1990,288,,,2
Bryan Harvey,Baseball,Donruss,1990,372,,,2
Rick Honeycutt,Baseball,Donruss,1990,386,,,2
Tim Leary,Baseball,Donruss,1990,670,,,2
Mariano Duncan,Baseball,Donruss,1990,684,,,2
Steve Bedrosian,Baseball,Donruss,1990,295,,,2
Kirt Manwaring,Baseball,Donruss,1990,59,,,2
Jim Corsi,Baseball,Donruss,1990,422,,,2
Calvin Schiraldi,Baseball,Donruss,1990,672,,,2
Jerald Clark,Baseball,Donruss,1990,593,,,2
Candy Maldonado,Baseball,Donruss,1990,611,,,2
Mike Felder,Baseball,Donruss,1990,609,,,2
Jaime Navarro,Baseball,Donruss,1990,640,,,2
Greg Brock,Baseball,Donruss,1990,293,,,2
Jose Uribe,Baseball,Donruss,1990,335,,,2
Lloyd Moseby,Baseball,Donruss,1990,504,,,2
Rex Hudler,Baseball,Donruss,1990,366,,,2
Dennis Martinez,Baseball,Donruss,1990,156,,,2
Todd Worrell,Baseball,Donruss,1990,319,,,2
John Morris,Baseball,Donruss,1990,516,,,2
Jose Oquendo,Baseball,Donruss,1990,161,,,2
Jeff Parrett,Baseball,Donruss,1990,369,,,2
Randy Ready ,Baseball,Donruss,1990,396,,,2
Don Carman ,Baseball,Donruss,1990,604,,,2
Lenny Dykstra,Baseball,Donruss,1990,313,,,2
Ron Jones,Baseball,Donruss,1990,487,,,2
Terry Mulholland,Baseball,Donruss,1990,515,,,2
Tommy Herr,Baseball,Donruss,1990,75,,,2
Steve Jeltz,Baseball,Donruss,1990,133,,,2
Mike Maddux,Baseball,Donruss,1990,312,,,2
Tony Gwynn,Baseball,Donruss,1990,86,,,2
Ed Whitson,Baseball,Donruss,1990,205,,,2
Tim Drummond,Baseball,Donruss,1990,510,,,2
Mark Davis,Baseball,Donruss,1990,302,,,2
Carmelo Martinez,Baseball,Donruss,1990,482,,,2
Randy Milligan,Baseball,Donruss,1990,519,,,2
Rafael Belliard,Baseball,Donruss,1990,252,,,2
Bob Kipper,Baseball,Donruss,1990,362,,,2
Sid Bream ,Baseball,Donruss,1990,329,,,2
Hal Morris,Baseball,Donruss,1990,514,,,2
Dave Righetti,Baseball,Donruss,1990,311,,,2
Clay Parker,Baseball,Donruss,1990,363,,,2
Bob Geren,Baseball,Donruss,1990,395,,,2
Goose Gossage,Baseball,Donruss,1990,678,,,2
Duane Ward,Baseball,Donruss,1990,307,,,2
Dave Magadan,Baseball,Donruss,1990,383,,,2
Mark Carreon ,Baseball,Donruss,1990,454,,,2
Ron Darling,Baseball,Donruss,1990,289,,,2
Bob Ojeda,Baseball,Donruss,1990,117,,,2
Mackey Sasser,Baseball,Donruss,1990,471,,,2
Dwight Gooden,Baseball,Donruss,1990,171,,,2
Jeff Innis,Baseball,Donruss,1990,408,,,2
Jim Presley,Baseball,Donruss,1990,497,,,2
Randy Johnson,Baseball,Donruss,1990,379,,,2
Jay Buhner,Baseball,Donruss,1990,448,,,2
Bill Swift,Baseball,Donruss,1990,566,,,2
Scott Bankhead,Baseball,Donruss,1990,261,,,2
Guillermo Hernandez,Baseball,Donruss,1990,610,,,2
Jack Morris,Baseball,Donruss,1990,639,,,2
Gary Gaetti,Baseball,Donruss,1990,151,,,2
Tracy Jones,Baseball,Donruss,1990,636,,,2
Kevin Tapani,Baseball,Donruss,1990,473,,,2
Jeff Montgomery,Baseball,Donruss,1990,380,,,2
Lou Whitaker,Baseball,Donruss,1990,298,,,2
Tracy Jones,Baseball,Donruss,1990,636,,,2
Rick Shu,Baseball,Donruss,1990,599,,,2
Gary Ward,Baseball,Donruss,1990,621,,,2
Craig Lefferts,Baseball,Donruss,1990,376,,,2
Jeff Brantley,Baseball,Donruss,1990,466,,,2
Carmen Castillo,Baseball,Donruss,1990,554,,,2
Carlton Fisk,Baseball,Donruss,1990,58,,,2
Jerry Kutzler,Baseball,Donruss,1990,503,,,2
Scott Fletcher,Baseball,Donruss,1990,455,,,2
Steve Lyons,Baseball,Donruss,1990,651,,,2
Ken Patterson,Baseball,Donruss,1990,371,,,2
Sammy Sosa,Baseball,Donruss,1990,489,,,2
Donn Pall,Baseball,Donruss,1990,606,,,2
Ozzie Guillen,Baseball,Donruss,1990,135,,,2
Greg Hibbard,Baseball,Donruss,1990,384,,,2
Jeff Kunkel,Baseball,Donruss,1990,496,,,2
Curt Ford,Baseball,Donruss,1990,694,,,2
Ken Hill,Baseball,Donruss,1990,397,,,2
Terry Pendleton,Baseball,Donruss,1990,299,,,2
Tom Browning,Baseball,Donruss,1990,308,,,2
Tim Birtsas,Baseball,Donruss,1990,493,,,2
Bo Diaz,Baseball,Donruss,1990,139,,,2
Ron Oester,Baseball,Donruss,1990,317,,,2
Danny Jackson,Baseball,Donruss,1990,80,,,2
Brad Komminsk,Baseball,Donruss,1990,350,,,2
Joey Belle,Baseball,Donruss,1990,390,,,2
Tom Magrann,Baseball,Donruss,1990,374,,,2
Doug Jones,Baseball,Donruss,1990,320,,,2
Mookie Wilson,Baseball,Donruss,1990,442,,,2
Glenallen Hill,Baseball,Donruss,1990,627,,,2
Fred McGriff,Baseball,Donruss,1990,188,,,2
Ernie Whitt,Baseball,Donruss,1990,385,,,2
Tom Henke,Baseball,Donruss,1990,349,,,2
Brian Meyer,Baseball,Donruss,1990,648,,,2
Dave Henderson,Baseball,Donruss,1990,243,,,2
Glenn Wilson,Baseball,Donruss,1990,472,,,2
Eric Yelding,Baseball,Donruss,1990,123,,,2
Jim Clancy,Baseball,Donruss,1990,69,,,2
Juan Agosto,Baseball,Donruss,1990,477,,,2
Daniel Schatzeder,Baseball,Donruss,1990,594,,,2
Franklin Stubbs,Baseball,Donruss,1990,615,,,2
Storm Davis,Baseball,Donruss,1990,479,,,2
Dave Parker,Baseball,Donruss,1990,328,,,2
Dennis Eckersley,Baseball,Donruss,1990,210,,,2
Joe Orsulak,Baseball,Donruss,1990,287,,,2
Brian Holton,Baseball,Donruss,1990,635,,,2
Rick Mahler,Baseball,Donruss,1990,375,,,2
Rolando Roomes,Baseball,Donruss,1990,360,,,2
Rick Reuschel,Baseball,Donruss,1990,663,,All Star,2
Mike Schmidt,Baseball,Donruss,1990,643,,All Time Great,2
Howard Johnson,Baseball,Donruss,1990,654,,All Star,2
Cal Ripken,Baseball,Donruss,1990,676,,All Star,2
Harold Baines,Baseball,Donruss,1990,660,,All Star,2
Todd Zeile,Baseball,Donruss,1990,29,,Rated Rookie,2
Mark Gardner,Baseball,Donruss,1990,40,,Rated Rookie,2
